Topic-1,Topic-2,Correlation
9612126-12,9702136-11,0.574
,,
9612126-8,9702136-9,0.596
,,
9612126-8,9702136-17,0.624
,,
9612126-8,9702136-17,0.624
,,
9612126-8,9702136-17,0.624
,,
9612126-8,9702136-17,0.624
,,
9612126-8,9702136-17,0.624
,,
9612126-8,9702136-13,0.676
,,
9612126-8,9702136-13,0.676
,,
9612126-8,9702136-13,0.676
,,
9612126-8,9702136-13,0.676
,,
9612126-8,9702136-13,0.676
,,
9612126-8,9702136-13,0.676
,,
9612126-8,9702136-13,0.676
,,
9612126-8,9702136-13,0.676
,,
9612126-8,9702136-13,0.676
,,
9612126-8,9702136-13,0.676
,,
9612126-8,9702136-13,0.676
,,
9612126-8,9702136-13,0.676
,,
9612126-8,9702136-13,0.676
,,
9612126-8,9702136-13,0.676
,,
9612126-8,9702136-13,0.676
,,
9612126-8,9702136-13,0.676
,,
9612126-19,9702136-5,0.572
,,
9612126-19,9702136-5,0.572
,,
9612126-19,9702136-5,0.572
,,
9612126-19,9702136-5,0.572
,,
9612126-19,9702136-5,0.572
,,
9612126-0,9702136-9,0.58
,,
9612126-13,9702136-1,0.582
,,
9612126-13,9702136-1,0.582
,,
9612126-13,9702136-1,0.582
,,
9612126-13,9702136-1,0.582
,,
9612126-13,9702136-1,0.582
,,
9612126-14,9702136-1,0.621
,,
9612126-14,9702136-1,0.621
,,
9612126-14,9702136-1,0.621
,,
9612126-14,9702136-1,0.621
,,
9612126-14,9702136-1,0.621
,,
9702136-11,9705117-14,0.659
,,
9702136-11,9705117-14,0.659
,,
9702136-11,9705117-14,0.659
,,
9702136-11,9705117-14,0.659
,,
9702136-11,9705117-14,0.659
,,
9702136-9,9705117-16,0.627
,,
9702136-17,9705117-17,0.644
,,
9702136-17,9705117-17,0.644
,,
9702136-17,9705117-17,0.644
,,
9702136-17,9705117-17,0.644
,,
9702136-17,9705117-17,0.644
,,
9702136-13,9705117-6,0.603
,,
9702136-13,9705117-6,0.603
,,
9702136-13,9705117-6,0.603
,,
9702136-13,9705117-6,0.603
,,
9702136-13,9705117-6,0.603
,,
9702136-13,9705117-6,0.603
,,
9702136-13,9705117-6,0.603
,,
9702136-13,9705117-6,0.603
,,
9702136-13,9705117-6,0.603
,,
9702136-13,9705117-6,0.603
,,
9702136-13,9705117-6,0.603
,,
9702136-13,9705117-6,0.603
,,
9702136-13,9705117-6,0.603
,,
9702136-13,9705117-6,0.603
,,
9702136-13,9705117-6,0.603
,,
9702136-13,9705117-6,0.603
,,
9702136-5,9705117-17,0.749
,,
9702136-5,9705117-17,0.749
,,
9702136-5,9705117-17,0.749
,,
9702136-5,9705117-17,0.749
,,
9702136-5,9705117-17,0.749
,,
9702136-9,9705117-16,0.627
,,
9702136-1,9705117-17,0.759
,,
9702136-1,9705117-17,0.759
,,
9702136-1,9705117-17,0.759
,,
9702136-1,9705117-17,0.759
,,
9702136-1,9705117-17,0.759
,,
9702136-1,9705117-17,0.759
,,
9702136-1,9705117-17,0.759
,,
9702136-1,9705117-17,0.759
,,
9702136-1,9705117-17,0.759
,,
9702136-1,9705117-17,0.759
,,
9705117-14,9901164-9,0.652
,,
9705117-14,9901164-9,0.652
,,
9705117-14,9901164-9,0.652
,,
9705117-14,9901164-9,0.652
,,
9705117-14,9901164-9,0.652
,,
9705117-16,9901164-19,0.653
,,
9705117-17,9901164-17,0.738
,,
9705117-17,9901164-17,0.738
,,
9705117-17,9901164-17,0.738
,,
9705117-17,9901164-17,0.738
,,
9705117-17,9901164-17,0.738
,,
9705117-6,9901164-2,0.646
,,
9705117-6,9901164-2,0.646
,,
9705117-6,9901164-2,0.646
,,
9705117-6,9901164-2,0.646
,,
9705117-6,9901164-2,0.646
,,
9705117-6,9901164-2,0.646
,,
9705117-6,9901164-2,0.646
,,
9705117-6,9901164-2,0.646
,,
9705117-6,9901164-2,0.646
,,
9705117-6,9901164-2,0.646
,,
9705117-6,9901164-2,0.646
,,
9705117-6,9901164-2,0.646
,,
9705117-6,9901164-2,0.646
,,
9705117-6,9901164-2,0.646
,,
9705117-6,9901164-2,0.646
,,
9705117-6,9901164-2,0.646
,,
9705117-17,9901164-17,0.738
,,
9705117-17,9901164-17,0.738
,,
9705117-17,9901164-17,0.738
,,
9705117-17,9901164-17,0.738
,,
9705117-17,9901164-17,0.738
,,
9705117-16,9901164-19,0.653
,,
9705117-17,9901164-17,0.738
,,
9705117-17,9901164-17,0.738
,,
9705117-17,9901164-17,0.738
,,
9705117-17,9901164-17,0.738
,,
9705117-17,9901164-17,0.738
,,
9705117-17,9901164-17,0.738
,,
9705117-17,9901164-17,0.738
,,
9705117-17,9901164-17,0.738
,,
9705117-17,9901164-17,0.738
,,
9705117-17,9901164-17,0.738
,,
9901164-9,7049-15,0.648
,,
9901164-9,7049-15,0.648
,,
9901164-9,7049-15,0.648
,,
9901164-9,7049-15,0.648
,,
9901164-9,7049-15,0.648
,,
9901164-19,7049-17,0.553
,,
9901164-17,7049-15,0.658
,,
9901164-17,7049-15,0.658
,,
9901164-17,7049-15,0.658
,,
9901164-17,7049-15,0.658
,,
9901164-17,7049-15,0.658
,,
9901164-2,7049-7,0.668
,,
9901164-2,7049-7,0.668
,,
9901164-2,7049-7,0.668
,,
9901164-2,7049-7,0.668
,,
9901164-2,7049-7,0.668
,,
9901164-2,7049-7,0.668
,,
9901164-2,7049-4,0.671
,,
9901164-2,7049-4,0.671
,,
9901164-2,7049-4,0.671
,,
9901164-2,7049-4,0.671
,,
9901164-2,7049-4,0.671
,,
9901164-2,7049-15,0.678
,,
9901164-2,7049-15,0.678
,,
9901164-2,7049-15,0.678
,,
9901164-2,7049-15,0.678
,,
9901164-2,7049-15,0.678
,,
9901164-17,7049-15,0.658
,,
9901164-17,7049-15,0.658
,,
9901164-17,7049-15,0.658
,,
9901164-17,7049-15,0.658
,,
9901164-17,7049-15,0.658
,,
9901164-19,7049-17,0.553
,,
9901164-17,7049-15,0.658
,,
9901164-17,7049-15,0.658
,,
9901164-17,7049-15,0.658
,,
9901164-17,7049-15,0.658
,,
9901164-17,7049-15,0.658
,,
9901164-17,7049-15,0.658
,,
9901164-17,7049-15,0.658
,,
9901164-17,7049-15,0.658
,,
9901164-17,7049-15,0.658
,,
9901164-17,7049-15,0.658
,,
7049-15,12200-13,0.536
,,
7049-15,12200-13,0.536
,,
7049-15,12200-13,0.536
,,
7049-15,12200-13,0.536
,,
7049-15,12200-13,0.536
,,
7049-17,12200-17,0.502
,,
7049-15,12200-13,0.536
,,
7049-15,12200-13,0.536
,,
7049-15,12200-13,0.536
,,
7049-15,12200-13,0.536
,,
7049-15,12200-13,0.536
,,
7049-7,12200-17,0.592
,,
7049-7,12200-13,0.611
,,
7049-7,12200-13,0.611
,,
7049-7,12200-13,0.611
,,
7049-7,12200-13,0.611
,,
7049-7,12200-13,0.611
,,
7049-4,12200-9,0.46
,,
7049-4,12200-9,0.46
,,
7049-4,12200-9,0.46
,,
7049-4,12200-9,0.46
,,
7049-4,12200-9,0.46
,,
7049-15,12200-13,0.536
,,
7049-15,12200-13,0.536
,,
7049-15,12200-13,0.536
,,
7049-15,12200-13,0.536
,,
7049-15,12200-13,0.536
,,
7049-15,12200-13,0.536
,,
7049-15,12200-13,0.536
,,
7049-15,12200-13,0.536
,,
7049-15,12200-13,0.536
,,
7049-15,12200-13,0.536
,,
7049-17,12200-17,0.502
,,
7049-15,12200-13,0.536
,,
7049-15,12200-13,0.536
,,
7049-15,12200-13,0.536
,,
7049-15,12200-13,0.536
,,
7049-15,12200-13,0.536
,,
7049-15,12200-13,0.536
,,
7049-15,12200-13,0.536
,,
7049-15,12200-13,0.536
,,
7049-15,12200-13,0.536
,,
7049-15,12200-13,0.536
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-17,11206-2,0.72
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-17,11206-2,0.72
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-9,11206-3,0.547
,,
12200-9,11206-3,0.547
,,
12200-9,11206-3,0.547
,,
12200-9,11206-3,0.547
,,
12200-9,11206-3,0.547
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-17,11206-2,0.72
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
12200-13,11206-3,0.663
,,
11206-3,106196-18,0.704
,,
11206-3,106196-6,0.75
,,
11206-3,106196-7,0.754
,,
11206-3,106196-13,0.782
,,
11206-3,106196-14,0.793
,,
11206-2,106196-12,0.54
,,
11206-3,106196-18,0.704
,,
11206-3,106196-6,0.75
,,
11206-3,106196-7,0.754
,,
11206-3,106196-13,0.782
,,
11206-3,106196-14,0.793
,,
11206-2,106196-12,0.54
,,
11206-3,106196-18,0.704
,,
11206-3,106196-6,0.75
,,
11206-3,106196-7,0.754
,,
11206-3,106196-13,0.782
,,
11206-3,106196-14,0.793
,,
11206-3,106196-18,0.704
,,
11206-3,106196-6,0.75
,,
11206-3,106196-7,0.754
,,
11206-3,106196-13,0.782
,,
11206-3,106196-14,0.793
,,
11206-3,106196-18,0.704
,,
11206-3,106196-6,0.75
,,
11206-3,106196-7,0.754
,,
11206-3,106196-13,0.782
,,
11206-3,106196-14,0.793
,,
11206-3,106196-18,0.704
,,
11206-3,106196-6,0.75
,,
11206-3,106196-7,0.754
,,
11206-3,106196-13,0.782
,,
11206-3,106196-14,0.793
,,
11206-2,106196-12,0.54
,,
11206-3,106196-18,0.704
,,
11206-3,106196-6,0.75
,,
11206-3,106196-7,0.754
,,
11206-3,106196-13,0.782
,,
11206-3,106196-14,0.793
,,
11206-3,106196-18,0.704
,,
11206-3,106196-6,0.75
,,
11206-3,106196-7,0.754
,,
11206-3,106196-13,0.782
,,
11206-3,106196-14,0.793
,,
9502114-0,9510123-4,0.605
,,
9502114-0,9510123-4,0.605
,,
9502114-0,9510123-4,0.605
,,
9502114-7,9510123-19,0.606
,,
9502114-18,9510123-18,0.61
,,
9502114-3,9510123-4,0.616
,,
9502114-3,9510123-4,0.616
,,
9502114-3,9510123-4,0.616
,,
9502114-0,9510123-5,0.64
,,
9510123-4,110084-5,0.575
,,
9510123-4,110084-13,0.575
,,
9510123-4,110084-15,0.597
,,
9510123-19,110084-8,0.596
,,
9510123-18,110084-4,0.571
,,
9510123-4,110084-5,0.575
,,
9510123-4,110084-13,0.575
,,
9510123-4,110084-15,0.597
,,
9510123-5,110084-8,0.591
,,
9512071-2,7036-8,0.583
,,
9512071-2,7036-8,0.583
,,
9512071-2,7036-8,0.583
,,
9512071-10,7036-10,0.585
,,
9512071-10,7036-16,0.585
,,
9512071-10,7036-12,0.591
,,
9512071-10,7036-11,0.617
,,
9512071-10,7036-11,0.617
,,
9512071-10,7036-11,0.617
,,
7036-8,201226-0,0.548
,,
7036-8,201226-0,0.548
,,
7036-8,201226-0,0.548
,,
7036-10,201226-8,0.569
,,
7036-16,201226-18,0.458
,,
7036-12,201226-8,0.528
,,
7036-11,201226-0,0.554
,,
7036-11,201226-0,0.554
,,
7036-11,201226-0,0.554
,,
201226-0,205131-11,0.611
,,
201226-0,205131-10,0.623
,,
201226-0,205131-10,0.623
,,
201226-8,205131-0,0.651
,,
201226-18,205131-7,0.594
,,
201226-8,205131-0,0.651
,,
201226-0,205131-11,0.611
,,
201226-0,205131-10,0.623
,,
201226-0,205131-10,0.623
,,
205131-11,205132-12,0.641
,,
205131-10,205132-3,0.639
,,
205131-10,205132-3,0.639
,,
205131-0,205132-17,0.611
,,
205131-7,205132-5,0.634
,,
205131-0,205132-17,0.611
,,
205131-11,205132-12,0.641
,,
205131-10,205132-3,0.639
,,
205131-10,205132-3,0.639
,,
205132-12,207243-18,0.715
,,
205132-3,207243-4,0.653
,,
205132-3,207243-14,0.673
,,
205132-17,207243-17,0.628
,,
205132-5,207243-0,0.586
,,
205132-17,207243-17,0.628
,,
205132-12,207243-18,0.715
,,
205132-3,207243-4,0.653
,,
205132-3,207243-14,0.673
,,
9402115-8,205121-8,0.693
,,
9402115-16,205121-17,0.7
,,
9402115-16,205121-19,0.721
,,
9402115-16,205121-16,0.727
,,
9402115-16,205121-18,0.765
,,
205121-8,304192-16,0.659
,,
205121-17,304192-11,0.536
,,
205121-19,304192-19,0.626
,,
205121-16,304192-3,0.543
,,
205121-18,304192-2,0.578
,,
9206093-6,9706080-12,0.602
,,
9206093-15,9706080-16,0.609
,,
9206093-15,9706080-18,0.615
,,
9206093-12,9706080-12,0.622
,,
9206093-6,9706080-17,0.629
,,
9706080-12,9906104-2,0.687
,,
9706080-16,9906104-16,0.575
,,
9706080-18,9906104-16,0.522
,,
9706080-12,9906104-2,0.687
,,
9706080-17,9906104-7,0.606
,,
9402085-6,9503114-17,0.704
,,
9402085-6,9503114-17,0.704
,,
9402085-6,9503114-17,0.704
,,
9402085-6,9503114-17,0.704
,,
9402085-6,9503114-19,0.722
,,
9402085-6,9503114-19,0.722
,,
9402085-6,9503114-19,0.722
,,
9402085-6,9503114-19,0.722
,,
9402085-9,9503114-15,0.729
,,
9402085-9,9503114-15,0.729
,,
9402085-10,9503114-15,0.749
,,
9402085-10,9503114-15,0.749
,,
9402085-9,9503114-12,0.769
,,
9402085-9,9503114-12,0.769
,,
9503114-17,9508071-11,0.762
,,
9503114-17,9508071-11,0.762
,,
9503114-17,9508071-11,0.762
,,
9503114-17,9508071-11,0.762
,,
9503114-19,9508071-11,0.792
,,
9503114-19,9508071-11,0.792
,,
9503114-19,9508071-11,0.792
,,
9503114-19,9508071-11,0.792
,,
9503114-15,9508071-12,0.746
,,
9503114-15,9508071-12,0.746
,,
9503114-15,9508071-12,0.746
,,
9503114-15,9508071-12,0.746
,,
9503114-12,9508071-12,0.663
,,
9503114-12,9508071-12,0.663
,,
9508071-11,9604090-12,0.758
,,
9508071-11,9604090-12,0.758
,,
9508071-11,9604090-19,0.783
,,
9508071-11,9604090-19,0.783
,,
9508071-11,9604090-12,0.758
,,
9508071-11,9604090-12,0.758
,,
9508071-11,9604090-19,0.783
,,
9508071-11,9604090-19,0.783
,,
9508071-12,9604090-17,0.695
,,
9508071-12,9604090-17,0.695
,,
9508071-12,9604090-17,0.695
,,
9508071-12,9604090-17,0.695
,,
9508071-12,9604090-17,0.695
,,
9508071-12,9604090-17,0.695
,,
9604090-12,9803116-17,0.67
,,
9604090-12,9803116-17,0.67
,,
9604090-19,9803116-10,0.621
,,
9604090-19,9803116-10,0.621
,,
9604090-12,9803116-17,0.67
,,
9604090-12,9803116-17,0.67
,,
9604090-19,9803116-10,0.621
,,
9604090-19,9803116-10,0.621
,,
9604090-17,9803116-7,0.632
,,
9604090-17,9803116-7,0.632
,,
9604090-17,9803116-7,0.632
,,
9604090-17,9803116-7,0.632
,,
9604090-17,9803116-7,0.632
,,
9604090-17,9803116-7,0.632
,,
9803116-17,9905111-16,0.647
,,
9803116-17,9905111-16,0.647
,,
9803116-10,9905111-18,0.706
,,
9803116-10,9905111-18,0.706
,,
9803116-17,9905111-16,0.647
,,
9803116-17,9905111-16,0.647
,,
9803116-10,9905111-18,0.706
,,
9803116-10,9905111-18,0.706
,,
9803116-7,9905111-16,0.728
,,
9803116-7,9905111-16,0.728
,,
9803116-7,9905111-16,0.728
,,
9803116-7,9905111-16,0.728
,,
9803116-7,9905111-16,0.728
,,
9803116-7,9905111-16,0.728
,,
9905111-16,5021-16,0.701
,,
9905111-16,5021-16,0.701
,,
9905111-18,5021-12,0.719
,,
9905111-18,5021-12,0.719
,,
9905111-16,5021-16,0.701
,,
9905111-16,5021-16,0.701
,,
9905111-18,5021-12,0.719
,,
9905111-18,5021-12,0.719
,,
9905111-16,5021-16,0.701
,,
9905111-16,5021-16,0.701
,,
9905111-16,5021-16,0.701
,,
9905111-16,5021-16,0.701
,,
9905111-16,5021-16,0.701
,,
9905111-16,5021-16,0.701
,,
5021-16,6023-11,0.646
,,
5021-16,6023-11,0.646
,,
5021-12,6023-11,0.697
,,
5021-12,6023-11,0.697
,,
5021-16,6023-11,0.646
,,
5021-16,6023-11,0.646
,,
5021-12,6023-11,0.697
,,
5021-12,6023-11,0.697
,,
5021-16,6023-11,0.646
,,
5021-16,6023-11,0.646
,,
5021-16,6023-11,0.646
,,
5021-16,6023-11,0.646
,,
5021-16,6023-11,0.646
,,
5021-16,6023-11,0.646
,,
6023-11,8073-15,0.726
,,
6023-11,8073-15,0.726
,,
6023-11,8073-15,0.726
,,
6023-11,8073-15,0.726
,,
6023-11,8073-15,0.726
,,
6023-11,8073-15,0.726
,,
6023-11,8073-15,0.726
,,
6023-11,8073-15,0.726
,,
6023-11,8073-15,0.726
,,
6023-11,8073-15,0.726
,,
6023-11,8073-15,0.726
,,
6023-11,8073-15,0.726
,,
6023-11,8073-15,0.726
,,
6023-11,8073-15,0.726
,,
8073-15,201140-19,0.673
,,
8073-15,201140-17,0.71
,,
8073-15,201140-19,0.673
,,
8073-15,201140-17,0.71
,,
8073-15,201140-19,0.673
,,
8073-15,201140-17,0.71
,,
8073-15,201140-19,0.673
,,
8073-15,201140-17,0.71
,,
8073-15,201140-19,0.673
,,
8073-15,201140-17,0.71
,,
8073-15,201140-19,0.673
,,
8073-15,201140-17,0.71
,,
8073-15,201140-19,0.673
,,
8073-15,201140-17,0.71
,,
201140-19,205294-12,0.621
,,
201140-17,205294-12,0.619
,,
201140-19,205294-12,0.621
,,
201140-17,205294-12,0.619
,,
201140-19,205294-12,0.621
,,
201140-17,205294-12,0.619
,,
201140-19,205294-12,0.621
,,
201140-17,205294-12,0.619
,,
201140-19,205294-12,0.621
,,
201140-17,205294-12,0.619
,,
201140-19,205294-12,0.621
,,
201140-17,205294-12,0.619
,,
201140-19,205294-12,0.621
,,
201140-17,205294-12,0.619
,,
205294-12,209255-14,0.588
,,
205294-12,209255-14,0.588
,,
205294-12,209255-14,0.588
,,
205294-12,209255-14,0.588
,,
205294-12,209255-14,0.588
,,
205294-12,209255-14,0.588
,,
205294-12,209255-14,0.588
,,
205294-12,209255-14,0.588
,,
205294-12,209255-14,0.588
,,
205294-12,209255-14,0.588
,,
205294-12,209255-14,0.588
,,
205294-12,209255-14,0.588
,,
205294-12,209255-14,0.588
,,
205294-12,209255-14,0.588
,,
209255-14,302182-4,0.725
,,
209255-14,302182-4,0.725
,,
209255-14,302182-4,0.725
,,
209255-14,302182-4,0.725
,,
209255-14,302182-4,0.725
,,
209255-14,302182-4,0.725
,,
209255-14,302182-4,0.725
,,
209255-14,302182-4,0.725
,,
209255-14,302182-4,0.725
,,
209255-14,302182-4,0.725
,,
209255-14,302182-4,0.725
,,
209255-14,302182-4,0.725
,,
209255-14,302182-4,0.725
,,
209255-14,302182-4,0.725
,,
9201039-6,9601177-13,0.66
,,
9201039-6,9601177-13,0.66
,,
9201039-6,9601177-13,0.66
,,
9201039-6,9601177-13,0.66
,,
9201039-6,9601177-13,0.66
,,
9201039-6,9601177-13,0.66
,,
9201039-6,9601177-13,0.66
,,
9201039-6,9601177-13,0.66
,,
9201039-6,9601177-13,0.66
,,
9201039-6,9601177-13,0.66
,,
9201039-6,9601177-13,0.66
,,
9201039-6,9601177-13,0.66
,,
9201039-6,9601177-13,0.66
,,
9201039-6,9601177-13,0.66
,,
9201039-9,9601177-15,0.667
,,
9201039-9,9601177-15,0.667
,,
9201039-9,9601177-15,0.667
,,
9201039-9,9601177-15,0.667
,,
9201039-11,9601177-15,0.676
,,
9201039-11,9601177-15,0.676
,,
9201039-11,9601177-15,0.676
,,
9201039-11,9601177-15,0.676
,,
9201039-14,9601177-19,0.685
,,
9201039-14,9601177-19,0.685
,,
9201039-14,9601177-19,0.685
,,
9201039-14,9601177-19,0.685
,,
9201039-14,9601177-19,0.685
,,
9201039-14,9601177-19,0.685
,,
9201039-14,9601177-19,0.685
,,
9201039-14,9601177-19,0.685
,,
9201039-14,9601177-19,0.685
,,
9201039-14,9601177-19,0.685
,,
9201039-14,9601177-19,0.685
,,
9201039-14,9601177-19,0.685
,,
9201039-14,9601177-19,0.685
,,
9201039-14,9601177-19,0.685
,,
9201039-11,9601177-17,0.689
,,
9201039-11,9601177-17,0.689
,,
9201039-11,9601177-17,0.689
,,
9601177-13,9712253-10,0.762
,,
9601177-13,9712253-10,0.762
,,
9601177-13,9712253-10,0.762
,,
9601177-13,9712253-10,0.762
,,
9601177-13,9712253-10,0.762
,,
9601177-13,9712253-10,0.762
,,
9601177-13,9712253-10,0.762
,,
9601177-13,9712253-10,0.762
,,
9601177-13,9712253-10,0.762
,,
9601177-13,9712253-10,0.762
,,
9601177-13,9712253-10,0.762
,,
9601177-13,9712253-10,0.762
,,
9601177-13,9712253-10,0.762
,,
9601177-13,9712253-10,0.762
,,
9601177-15,9712253-5,0.713
,,
9601177-15,9712253-5,0.713
,,
9601177-15,9712253-5,0.713
,,
9601177-15,9712253-5,0.713
,,
9601177-15,9712253-5,0.713
,,
9601177-15,9712253-5,0.713
,,
9601177-15,9712253-5,0.713
,,
9601177-15,9712253-5,0.713
,,
9601177-19,9712253-10,0.716
,,
9601177-19,9712253-10,0.716
,,
9601177-19,9712253-10,0.716
,,
9601177-19,9712253-10,0.716
,,
9601177-19,9712253-10,0.716
,,
9601177-19,9712253-10,0.716
,,
9601177-19,9712253-10,0.716
,,
9601177-19,9712253-10,0.716
,,
9601177-19,9712253-10,0.716
,,
9601177-19,9712253-10,0.716
,,
9601177-19,9712253-10,0.716
,,
9601177-19,9712253-10,0.716
,,
9601177-19,9712253-10,0.716
,,
9601177-19,9712253-10,0.716
,,
9601177-17,9712253-6,0.639
,,
9601177-17,9712253-6,0.639
,,
9601177-17,9712253-6,0.639
,,
9712253-10,9910053-17,0.7
,,
9712253-10,9910053-17,0.7
,,
9712253-10,9910053-17,0.7
,,
9712253-10,9910053-17,0.7
,,
9712253-10,9910053-13,0.742
,,
9712253-10,9910053-13,0.742
,,
9712253-10,9910053-13,0.742
,,
9712253-10,9910053-11,0.743
,,
9712253-10,9910053-11,0.743
,,
9712253-10,9910053-11,0.743
,,
9712253-10,9910053-11,0.743
,,
9712253-10,9910053-16,0.788
,,
9712253-10,9910053-16,0.788
,,
9712253-10,9910053-16,0.788
,,
9712253-5,9910053-14,0.588
,,
9712253-5,9910053-14,0.588
,,
9712253-5,9910053-14,0.588
,,
9712253-5,9910053-14,0.588
,,
9712253-5,9910053-14,0.588
,,
9712253-5,9910053-14,0.588
,,
9712253-5,9910053-14,0.588
,,
9712253-5,9910053-14,0.588
,,
9712253-10,9910053-17,0.7
,,
9712253-10,9910053-17,0.7
,,
9712253-10,9910053-17,0.7
,,
9712253-10,9910053-17,0.7
,,
9712253-10,9910053-13,0.742
,,
9712253-10,9910053-13,0.742
,,
9712253-10,9910053-13,0.742
,,
9712253-10,9910053-11,0.743
,,
9712253-10,9910053-11,0.743
,,
9712253-10,9910053-11,0.743
,,
9712253-10,9910053-11,0.743
,,
9712253-10,9910053-16,0.788
,,
9712253-10,9910053-16,0.788
,,
9712253-10,9910053-16,0.788
,,
9712253-6,9910053-7,0.613
,,
9712253-6,9910053-7,0.613
,,
9712253-6,9910053-7,0.613
,,
9910053-17,1201-7,0.579
,,
9910053-17,1201-7,0.579
,,
9910053-17,1201-7,0.579
,,
9910053-17,1201-7,0.579
,,
9910053-13,1201-2,0.661
,,
9910053-13,1201-2,0.661
,,
9910053-13,1201-2,0.661
,,
9910053-11,1201-16,0.604
,,
9910053-11,1201-16,0.604
,,
9910053-11,1201-16,0.604
,,
9910053-11,1201-16,0.604
,,
9910053-16,1201-12,0.693
,,
9910053-16,1201-12,0.693
,,
9910053-16,1201-12,0.693
,,
9910053-14,1201-19,0.638
,,
9910053-14,1201-19,0.638
,,
9910053-14,1201-19,0.638
,,
9910053-14,1201-19,0.638
,,
9910053-14,1201-19,0.638
,,
9910053-14,1201-19,0.638
,,
9910053-14,1201-19,0.638
,,
9910053-14,1201-19,0.638
,,
9910053-17,1201-7,0.579
,,
9910053-17,1201-7,0.579
,,
9910053-17,1201-7,0.579
,,
9910053-17,1201-7,0.579
,,
9910053-13,1201-2,0.661
,,
9910053-13,1201-2,0.661
,,
9910053-13,1201-2,0.661
,,
9910053-11,1201-16,0.604
,,
9910053-11,1201-16,0.604
,,
9910053-11,1201-16,0.604
,,
9910053-11,1201-16,0.604
,,
9910053-16,1201-12,0.693
,,
9910053-16,1201-12,0.693
,,
9910053-16,1201-12,0.693
,,
9910053-7,1201-9,0.634
,,
9910053-7,1201-9,0.634
,,
9910053-7,1201-9,0.634
,,
1201-7,104090-6,0.62
,,
1201-7,104090-6,0.62
,,
1201-7,104090-6,0.62
,,
1201-7,104090-6,0.62
,,
1201-2,104090-13,0.542
,,
1201-2,104090-13,0.542
